agent,trial,episode,cumulativeReward,averageReward,cumulativeSteps,numSteps
PALM,0,139,-307.34999999999997,-0.11250000000000002,3347.0,16.0
PALM,0,140,-308.59999999999997,-0.25,3352.0,5.0
PALM,0,141,-309.9,-0.21666666666666667,3358.0,6.0
PALM,0,142,-311.79999999999995,-0.10555555555555557,3376.0,18.0
PALM,0,143,-313.99999999999994,-0.09166666666666667,3400.0,24.0
PALM,0,144,-316.24999999999994,-0.09000000000000002,3425.0,25.0
PALM,0,145,-318.1499999999999,-0.10555555555555557,3443.0,18.0
PALM,0,146,-321.3999999999999,-0.07222222222222222,3488.0,45.0
PALM,0,147,-323.24999999999994,-0.10882352941176471,3505.0,17.0
PALM,0,148,-324.54999999999995,-0.21666666666666667,3511.0,6.0
PALM,0,149,-326.04999999999995,-0.15,3521.0,10.0
PALM,0,150,-327.54999999999995,-0.15,3531.0,10.0
PALM,0,151,-330.19999999999993,-0.08030303030303032,3564.0,33.0
PALM,0,152,-333.44999999999993,-0.07222222222222222,3609.0,45.0
PALM,0,153,-334.74999999999994,-0.21666666666666667,3615.0,6.0
PALM,0,154,-336.29999999999995,-0.1409090909090909,3626.0,11.0
PALM,0,155,-338.24999999999994,-0.10263157894736843,3645.0,19.0
PALM,0,156,-339.74999999999994,-0.15,3655.0,10.0
PALM,0,157,-341.8999999999999,-0.09347826086956523,3678.0,23.0
PALM,0,158,-343.6499999999999,-0.11666666666666667,3693.0,15.0
PALM,0,159,-346.8499999999999,-0.07272727272727274,3737.0,44.0
PALM,0,160,-348.3499999999999,-0.15,3747.0,10.0
PALM,0,161,-350.0999999999999,-0.11666666666666667,3762.0,15.0
PALM,0,162,-352.0999999999999,-0.10000000000000002,3782.0,20.0
PALM,0,163,-354.3499999999999,-0.09000000000000002,3807.0,25.0
PALM,0,164,-356.9999999999999,-0.08030303030303032,3840.0,33.0
PALM,0,165,-358.4999999999999,-0.15,3850.0,10.0
PALM,0,166,-360.8499999999999,-0.08703703703703705,3877.0,27.0
PALM,0,167,-362.5499999999999,-0.12142857142857144,3891.0,14.0
PALM,0,168,-365.2499999999999,-0.07941176470588239,3925.0,34.0
PALM,0,169,-368.5999999999999,-0.07127659574468084,3972.0,47.0
PALM,0,170,-371.8499999999999,-0.07222222222222222,4017.0,45.0
PALM,0,171,-373.8999999999999,-0.09761904761904763,4038.0,21.0
PALM,0,172,-375.8499999999999,-0.10263157894736843,4057.0,19.0
PALM,0,173,-378.8499999999999,-0.07500000000000002,4097.0,40.0
PALM,0,174,-381.94999999999993,-0.07380952380952382,4139.0,42.0
PALM,0,175,-384.04999999999995,-0.09545454545454547,4161.0,22.0
PALM,0,176,-386.4,-0.08703703703703705,4188.0,27.0
PALM,0,177,-389.75,-0.07127659574468084,4235.0,47.0
PALM,0,178,-392.6,-0.07702702702702706,4272.0,37.0
PALM,0,179,-395.05,-0.08448275862068967,4301.0,29.0
PALM,0,180,-396.90000000000003,-0.10882352941176471,4318.0,17.0
PALM,0,181,-400.6,-0.06851851851851849,4372.0,54.0
PALM,0,182,-401.95000000000005,-0.19285714285714287,4379.0,7.0
PALM,0,183,-403.25000000000006,-0.21666666666666667,4385.0,6.0
PALM,0,184,-405.6000000000001,-0.08703703703703705,4412.0,27.0
PALM,0,185,-407.75000000000006,-0.09347826086956523,4435.0,23.0
PALM,0,186,-411.25000000000006,-0.06999999999999998,4485.0,50.0
PALM,0,187,-414.80000000000007,-0.06960784313725488,4536.0,51.0
PALM,0,188,-416.8500000000001,-0.09761904761904763,4557.0,21.0
PALM,0,189,-421.1500000000001,-0.0651515151515151,4623.0,66.0
PALM,0,190,-423.4000000000001,-0.09000000000000002,4648.0,25.0
PALM,0,191,-425.4000000000001,-0.10000000000000002,4668.0,20.0
PALM,0,192,-428.05000000000007,-0.08030303030303032,4701.0,33.0
PALM,0,193,-431.05000000000007,-0.07500000000000002,4741.0,40.0
PALM,0,194,-433.8500000000001,-0.07777777777777779,4777.0,36.0
PALM,0,195,-436.4500000000001,-0.08125000000000002,4809.0,32.0
PALM,0,196,-438.8000000000001,-0.08703703703703705,4836.0,27.0
PALM,0,197,-441.5000000000001,-0.07941176470588239,4870.0,34.0
PALM,0,198,-444.8000000000001,-0.07173913043478261,4916.0,46.0
PALM,0,199,-447.15000000000015,-0.08703703703703705,4943.0,27.0
